imdb_code,name,year,world_collection,int_collection,dom_collection,url
tt0922354,After Him,2007,642830,642830.0,,https://www.boxofficemojo.com/title/tt0922354/?ref_=bo_gr_ti
tt0488905,The Banishment,2007,641101,641101.0,,https://www.boxofficemojo.com/title/tt0488905/?ref_=bo_gr_ti
tt0857177,O Magnata,2007,640956,640956.0,,https://www.boxofficemojo.com/title/tt0857177/?ref_=bo_gr_ti
tt0096283,My Neighbor Totoro,1988,30550727,28300514.0,2250213.0,https://www.boxofficemojo.com/title/tt0096283/?ref_=bo_gr_ti
tt0475567,Días de cine,2007,636029,636029.0,,https://www.boxofficemojo.com/title/tt0475567/?ref_=bo_gr_ti
tt1171226,A Bunch of Amateurs,2008,1096787,1096787.0,,https://www.boxofficemojo.com/title/tt1171226/?ref_=bo_gr_ti
tt2069719,Attack on the Pin-Up Boys,2007,631034,631034.0,,https://www.boxofficemojo.com/title/tt2069719/?ref_=bo_gr_ti
tt0969733,Phii mai jim fun,2007,632036,632036.0,,https://www.boxofficemojo.com/title/tt0969733/?ref_=bo_gr_ti
tt0869977,Water Lilies,2007,628258,542818.0,85440.0,https://www.boxofficemojo.com/title/tt0869977/?ref_=bo_gr_ti
tt0900381,Trackman,2007,626032,626032.0,,https://www.boxofficemojo.com/title/tt0900381/?ref_=bo_gr_ti
tt0901475,Breath,2007,652321,652321.0,,https://www.boxofficemojo.com/title/tt0901475/?ref_=bo_gr_ti
tt1334049,Beauty and the Seven Beasts,2007,622139,622139.0,,https://www.boxofficemojo.com/title/tt1334049/?ref_=bo_gr_ti
tt0996940,Ghost Station,2007,620876,620876.0,,https://www.boxofficemojo.com/title/tt0996940/?ref_=bo_gr_ti
tt0825247,Délice Paloma,2007,620229,620229.0,,https://www.boxofficemojo.com/title/tt0825247/?ref_=bo_gr_ti
tt0856776,Boystown,2007,619769,619769.0,,https://www.boxofficemojo.com/title/tt0856776/?ref_=bo_gr_ti
tt2317744,My Friend Bernard,2007,618400,618400.0,,https://www.boxofficemojo.com/title/tt2317744/?ref_=bo_gr_ti
tt1087869,Le ragioni dell'aragosta,2007,614224,614224.0,,https://www.boxofficemojo.com/title/tt1087869/?ref_=bo_gr_ti
tt0951288,When a Man Comes Home,2007,863863,863863.0,,https://www.boxofficemojo.com/title/tt0951288/?ref_=bo_gr_ti
tt1087873,The Ten Lives of Titanic the Cat,2007,606843,606843.0,,https://www.boxofficemojo.com/title/tt1087873/?ref_=bo_gr_ti
tt6448066,Impak Maksima,2007,606709,606709.0,,https://www.boxofficemojo.com/title/tt6448066/?ref_=bo_gr_ti
tt0263265,Shortcut to Happiness,2003,686846,686846.0,,https://www.boxofficemojo.com/title/tt0263265/?ref_=bo_gr_ti
tt0989732,7 Days to Leave My Wife,2007,603500,603500.0,,https://www.boxofficemojo.com/title/tt0989732/?ref_=bo_gr_ti
tt1057980,Seven Days Twenty-four Hours,2007,598395,598395.0,,https://www.boxofficemojo.com/title/tt1057980/?ref_=bo_gr_ti
tt10449266,Seven Booths,2007,597900,597900.0,,https://www.boxofficemojo.com/title/tt10449266/?ref_=bo_gr_ti
tt0848577,Colorado Avenue,2007,596580,596580.0,,https://www.boxofficemojo.com/title/tt0848577/?ref_=bo_gr_ti
tt0899216,Mirush,2007,593263,593263.0,,https://www.boxofficemojo.com/title/tt0899216/?ref_=bo_gr_ti
tt0847880,Cargo 200,2007,592673,592673.0,,https://www.boxofficemojo.com/title/tt0847880/?ref_=bo_gr_ti
tt0783608,The Walker,2007,590416,510718.0,79698.0,https://www.boxofficemojo.com/title/tt0783608/?ref_=bo_gr_ti
tt0875580,Unexpected Things,2007,586505,586505.0,,https://www.boxofficemojo.com/title/tt0875580/?ref_=bo_gr_ti
tt1085459,Miranda regresa,2007,586110,586110.0,,https://www.boxofficemojo.com/title/tt1085459/?ref_=bo_gr_ti
tt1196608,Chytte doktora,2007,585841,585841.0,,https://www.boxofficemojo.com/title/tt1196608/?ref_=bo_gr_ti
tt0782143,Ma place au soleil,2007,580688,580688.0,,https://www.boxofficemojo.com/title/tt0782143/?ref_=bo_gr_ti
tt0803047,Nothing But Ghosts,2006,579237,579237.0,,https://www.boxofficemojo.com/title/tt0803047/?ref_=bo_gr_ti
tt1056422,Fados,2007,574044,444894.0,129150.0,https://www.boxofficemojo.com/title/tt1056422/?ref_=bo_gr_ti
tt0432988,Not by Chance,2007,572836,572836.0,,https://www.boxofficemojo.com/title/tt0432988/?ref_=bo_gr_ti
tt0452644,Lucky Miles,2007,572171,572171.0,,https://www.boxofficemojo.com/title/tt0452644/?ref_=bo_gr_ti
tt1040025,Night Nurses,2007,571133,571133.0,,https://www.boxofficemojo.com/title/tt1040025/?ref_=bo_gr_ti
tt1096965,Waruboro,2007,569948,569948.0,,https://www.boxofficemojo.com/title/tt1096965/?ref_=bo_gr_ti
tt1087860,Little King Macius,2007,660474,660474.0,,https://www.boxofficemojo.com/title/tt1087860/?ref_=bo_gr_ti
tt0834938,Blood of My Blood,2007,578264,522534.0,55730.0,https://www.boxofficemojo.com/title/tt0834938/?ref_=bo_gr_ti
tt0480251,Ira & Abby,2006,563611,342515.0,221096.0,https://www.boxofficemojo.com/title/tt0480251/?ref_=bo_gr_ti
tt0459102,Import Export,2007,563513,563513.0,,https://www.boxofficemojo.com/title/tt0459102/?ref_=bo_gr_ti
tt0830545,Et toi t'es sur qui?,2007,562203,562203.0,,https://www.boxofficemojo.com/title/tt0830545/?ref_=bo_gr_ti
tt0377309,Survival Island,2005,558764,558764.0,,https://www.boxofficemojo.com/title/tt0377309/?ref_=bo_gr_ti
tt0808486,The Year of the Wolf,2007,558733,558733.0,,https://www.boxofficemojo.com/title/tt0808486/?ref_=bo_gr_ti
tt0476576,The Girl on the Stone,2006,557461,557461.0,,https://www.boxofficemojo.com/title/tt0476576/?ref_=bo_gr_ti
tt1016205,The Mourning Forest,2007,555614,555614.0,,https://www.boxofficemojo.com/title/tt1016205/?ref_=bo_gr_ti
tt0888507,Last Minute Marocco,2007,553065,553065.0,,https://www.boxofficemojo.com/title/tt0888507/?ref_=bo_gr_ti
tt0425985,The Chinese Botanist's Daughters,2006,1784809,1784809.0,,https://www.boxofficemojo.com/title/tt0425985/?ref_=bo_gr_ti
tt0933061,Kvaska,2007,549025,549025.0,,https://www.boxofficemojo.com/title/tt0933061/?ref_=bo_gr_ti
tt1016159,Chain Kulii Ki Main Kulii,2007,547859,547859.0,,https://www.boxofficemojo.com/title/tt1016159/?ref_=bo_gr_ti
tt0855895,Private Property,2006,545473,482576.0,62897.0,https://www.boxofficemojo.com/title/tt0855895/?ref_=bo_gr_ti
tt0493402,Boarding Gate,2007,586888,537555.0,49333.0,https://www.boxofficemojo.com/title/tt0493402/?ref_=bo_gr_ti
tt0829193,Honeydripper,2007,544925,277045.0,267880.0,https://www.boxofficemojo.com/title/tt0829193/?ref_=bo_gr_ti
tt0450121,Red Like the Sky,2006,731464,731464.0,,https://www.boxofficemojo.com/title/tt0450121/?ref_=bo_gr_ti
tt6448678,The Secret,2007,544002,544002.0,,https://www.boxofficemojo.com/title/tt6448678/?ref_=bo_gr_ti
tt1080695,White Night,2007,540115,540115.0,,https://www.boxofficemojo.com/title/tt1080695/?ref_=bo_gr_ti
tt1022571,The Haunted Drum,2007,533780,533780.0,,https://www.boxofficemojo.com/title/tt1022571/?ref_=bo_gr_ti
tt1090782,Muay Thai Fighter,2007,532677,532677.0,,https://www.boxofficemojo.com/title/tt1090782/?ref_=bo_gr_ti
tt1735198,Kuka,2007,531026,531026.0,,https://www.boxofficemojo.com/title/tt1735198/?ref_=bo_gr_ti
tt0890882,A Man's Job,2007,525525,525525.0,,https://www.boxofficemojo.com/title/tt0890882/?ref_=bo_gr_ti
tt1010415,Lolita's Club,2007,523555,523555.0,,https://www.boxofficemojo.com/title/tt1010415/?ref_=bo_gr_ti
tt0805488,Salty Air,2006,521556,521556.0,,https://www.boxofficemojo.com/title/tt0805488/?ref_=bo_gr_ti
tt1090788,Khon hew hua,2007,515048,515048.0,,https://www.boxofficemojo.com/title/tt1090788/?ref_=bo_gr_ti
tt0459913,Georg,2007,514187,514187.0,,https://www.boxofficemojo.com/title/tt0459913/?ref_=bo_gr_ti
tt0483741,Never on a Sunday,2006,513004,513004.0,,https://www.boxofficemojo.com/title/tt0483741/?ref_=bo_gr_ti
tt1003293,Waris Jari Hantu,2007,512937,512937.0,,https://www.boxofficemojo.com/title/tt1003293/?ref_=bo_gr_ti
tt0777946,Death Water,2006,512710,512710.0,,https://www.boxofficemojo.com/title/tt0777946/?ref_=bo_gr_ti
tt0896957,Oviedo Express,2007,510870,510870.0,,https://www.boxofficemojo.com/title/tt0896957/?ref_=bo_gr_ti
tt1334587,The Catfish Summer,2007,510611,510611.0,,https://www.boxofficemojo.com/title/tt1334587/?ref_=bo_gr_ti
tt0484111,The Good Night,2007,508084,485643.0,22441.0,https://www.boxofficemojo.com/title/tt0484111/?ref_=bo_gr_ti
tt1117976,Hide and Seek,2007,505062,505062.0,,https://www.boxofficemojo.com/title/tt1117976/?ref_=bo_gr_ti
tt0979913,Life Mein Kabhie Kabhiee,2007,504875,504875.0,,https://www.boxofficemojo.com/title/tt0979913/?ref_=bo_gr_ti
tt0493443,Finding Rin Tin Tin,2007,504858,504858.0,,https://www.boxofficemojo.com/title/tt0493443/?ref_=bo_gr_ti
tt0320828,Atashin' chi,2002,504294,504294.0,,https://www.boxofficemojo.com/title/tt0320828/?ref_=bo_gr_ti
tt1954591,La Ministra Inmoral,2007,502766,502766.0,,https://www.boxofficemojo.com/title/tt1954591/?ref_=bo_gr_ti
tt1024188,Cartouches gauloises,2007,502392,502392.0,,https://www.boxofficemojo.com/title/tt1024188/?ref_=bo_gr_ti
tt0488726,"Bravo, My Life!",2005,2637288,2637288.0,,https://www.boxofficemojo.com/title/tt0488726/?ref_=bo_gr_ti
tt0402158,Empire of the Wolves,2005,12373145,12373145.0,,https://www.boxofficemojo.com/title/tt0402158/?ref_=bo_gr_ti
tt0853246,Kicks,2007,491057,491057.0,,https://www.boxofficemojo.com/title/tt0853246/?ref_=bo_gr_ti
tt1094275,Under the Bombs,2007,488227,488227.0,,https://www.boxofficemojo.com/title/tt1094275/?ref_=bo_gr_ti
tt0907668,Heaven Can Wait. Maybe...,2007,487680,487680.0,,https://www.boxofficemojo.com/title/tt0907668/?ref_=bo_gr_ti
tt6447724,Kampfansage - Der letzte Schüler,2007,487673,487673.0,,https://www.boxofficemojo.com/title/tt6447724/?ref_=bo_gr_ti
tt0446752,Full of It,2007,859513,845240.0,14273.0,https://www.boxofficemojo.com/title/tt0446752/?ref_=bo_gr_ti
tt2121267,"Hello, Stranger",2007,989819,989819.0,,https://www.boxofficemojo.com/title/tt2121267/?ref_=bo_gr_ti
tt0476965,Life Actually,2006,486303,486303.0,,https://www.boxofficemojo.com/title/tt0476965/?ref_=bo_gr_ti
tt0827700,City in Heat,2006,485288,485288.0,,https://www.boxofficemojo.com/title/tt0827700/?ref_=bo_gr_ti
tt0819354,10 Questions for the Dalai Lama,2006,484487,259941.0,224546.0,https://www.boxofficemojo.com/title/tt0819354/?ref_=bo_gr_ti
tt1039902,The Life of Buddha,2007,482515,482515.0,,https://www.boxofficemojo.com/title/tt1039902/?ref_=bo_gr_ti
tt1149603,Trivial Matters,2007,474987,474987.0,,https://www.boxofficemojo.com/title/tt1149603/?ref_=bo_gr_ti
tt1053898,Nui yan boon sik,2007,473067,473067.0,,https://www.boxofficemojo.com/title/tt1053898/?ref_=bo_gr_ti
tt0862711,The Sandman,2007,472937,472937.0,,https://www.boxofficemojo.com/title/tt0862711/?ref_=bo_gr_ti
tt0412796,When the Road Bends... Tales of a Gypsy Caravan,2006,469507,26571.0,442936.0,https://www.boxofficemojo.com/title/tt0412796/?ref_=bo_gr_ti
tt3338480,Kun Fu Fighter,2013,465484,465484.0,,https://www.boxofficemojo.com/title/tt3338480/?ref_=bo_gr_ti
tt0825235,The Candidate,2007,461932,461932.0,,https://www.boxofficemojo.com/title/tt0825235/?ref_=bo_gr_ti
tt0384488,Saint Ralph,2004,1881975,1392586.0,489389.0,https://www.boxofficemojo.com/title/tt0384488/?ref_=bo_gr_ti
tt1034427,Alexandra,2007,460139,331917.0,128222.0,https://www.boxofficemojo.com/title/tt1034427/?ref_=bo_gr_ti
tt0985119,Zincirbozan,2007,458625,458625.0,,https://www.boxofficemojo.com/title/tt0985119/?ref_=bo_gr_ti
tt0823654,UV,2007,458566,458566.0,,https://www.boxofficemojo.com/title/tt0823654/?ref_=bo_gr_ti
tt0283503,Brooklyn Rules,2007,458232,,458232.0,https://www.boxofficemojo.com/title/tt0283503/?ref_=bo_gr_ti
tt1027865,Tiyanaks,2007,456463,456463.0,,https://www.boxofficemojo.com/title/tt1027865/?ref_=bo_gr_ti
tt0885470,Adam and the Devil,2007,456271,456271.0,,https://www.boxofficemojo.com/title/tt0885470/?ref_=bo_gr_ti
tt0951297,How Much Further,2006,485126,485126.0,,https://www.boxofficemojo.com/title/tt0951297/?ref_=bo_gr_ti
tt0477139,Wristcutters: A Love Story,2006,454026,7861.0,446165.0,https://www.boxofficemojo.com/title/tt0477139/?ref_=bo_gr_ti
tt0884853,Black Gruya and the Stone of Wisdom,2007,452981,452981.0,,https://www.boxofficemojo.com/title/tt0884853/?ref_=bo_gr_ti
tt1091616,Exodus,2007,577924,577924.0,,https://www.boxofficemojo.com/title/tt1091616/?ref_=bo_gr_ti
tt1086363,Prova a volare,2007,452529,452529.0,,https://www.boxofficemojo.com/title/tt1086363/?ref_=bo_gr_ti
tt1156285,Anak Halal,2007,822854,822854.0,,https://www.boxofficemojo.com/title/tt1156285/?ref_=bo_gr_ti
tt1065099,My Friend Ganesha,2007,449473,449473.0,,https://www.boxofficemojo.com/title/tt1065099/?ref_=bo_gr_ti
tt0809410,Atlas de geografía humana,2007,448773,448773.0,,https://www.boxofficemojo.com/title/tt0809410/?ref_=bo_gr_ti
tt1058008,Sick Nurses,2007,446852,446852.0,,https://www.boxofficemojo.com/title/tt1058008/?ref_=bo_gr_ti
tt1056478,The Radio Pirates,2007,446643,446643.0,,https://www.boxofficemojo.com/title/tt1056478/?ref_=bo_gr_ti
tt0883374,Men in White,2007,442166,442166.0,,https://www.boxofficemojo.com/title/tt0883374/?ref_=bo_gr_ti
tt0050758,Naya Daur,1957,441157,441157.0,,https://www.boxofficemojo.com/title/tt0050758/?ref_=bo_gr_ti
tt0847487,What My Eyes Have Seen,2007,461894,461894.0,,https://www.boxofficemojo.com/title/tt0847487/?ref_=bo_gr_ti
tt0993778,Ploy,2007,436809,436809.0,,https://www.boxofficemojo.com/title/tt0993778/?ref_=bo_gr_ti
tt1579976,Mitti Wajaan Maardi,2007,430489,430489.0,,https://www.boxofficemojo.com/title/tt1579976/?ref_=bo_gr_ti
tt0488893,The Passenger: Adult Secrets,2006,429250,429250.0,,https://www.boxofficemojo.com/title/tt0488893/?ref_=bo_gr_ti
tt0365686,Revolver,2005,7155807,7071069.0,84738.0,https://www.boxofficemojo.com/title/tt0365686/?ref_=bo_gr_ti
tt0934895,Lik goo lik goo dui dui pong,2007,427894,427894.0,,https://www.boxofficemojo.com/title/tt0934895/?ref_=bo_gr_ti
tt0460492,The Last Train,2006,427456,427456.0,,https://www.boxofficemojo.com/title/tt0460492/?ref_=bo_gr_ti
tt1245665,Os Porralokinhas,2007,427037,427037.0,,https://www.boxofficemojo.com/title/tt1245665/?ref_=bo_gr_ti
tt0954008,The Singing Revolution,2006,426855,,426855.0,https://www.boxofficemojo.com/title/tt0954008/?ref_=bo_gr_ti
tt0457572,Fido,2006,426224,121691.0,304533.0,https://www.boxofficemojo.com/title/tt0457572/?ref_=bo_gr_ti
tt0874292,J-ok'el,2007,424825,424825.0,,https://www.boxofficemojo.com/title/tt0874292/?ref_=bo_gr_ti
tt1236393,La gran sangre - La pelicula,2007,422660,422660.0,,https://www.boxofficemojo.com/title/tt1236393/?ref_=bo_gr_ti
tt0450890,Free Land,2007,419938,419938.0,,https://www.boxofficemojo.com/title/tt0450890/?ref_=bo_gr_ti
tt0787515,Strength and Honour,2007,451063,399130.0,51933.0,https://www.boxofficemojo.com/title/tt0787515/?ref_=bo_gr_ti
tt1468730,The Screen at Kamchanod,2007,418092,418092.0,,https://www.boxofficemojo.com/title/tt1468730/?ref_=bo_gr_ti
tt1043877,XX,2007,416542,416542.0,,https://www.boxofficemojo.com/title/tt1043877/?ref_=bo_gr_ti
tt0076263,Killer of Sheep,1978,468460,63952.0,404508.0,https://www.boxofficemojo.com/title/tt0076263/?ref_=bo_gr_ti
tt0425478,American Blend,2006,415362,415362.0,,https://www.boxofficemojo.com/title/tt0425478/?ref_=bo_gr_ti
tt0448154,The Maidens' Conspiracy,2006,2744925,2744925.0,,https://www.boxofficemojo.com/title/tt0448154/?ref_=bo_gr_ti
tt0798435,La luna en botella,2007,413667,413667.0,,https://www.boxofficemojo.com/title/tt0798435/?ref_=bo_gr_ti
tt0473188,Bobby Z,2007,413454,413454.0,,https://www.boxofficemojo.com/title/tt0473188/?ref_=bo_gr_ti
tt0976042,Forever Never Anywhere,2007,411734,411734.0,,https://www.boxofficemojo.com/title/tt0976042/?ref_=bo_gr_ti
tt0996435,Glory to the Filmmaker!,2007,410999,410999.0,,https://www.boxofficemojo.com/title/tt0996435/?ref_=bo_gr_ti
tt0981298,Girls,2007,408470,408470.0,,https://www.boxofficemojo.com/title/tt0981298/?ref_=bo_gr_ti
tt1728598,9 September,2007,405253,405253.0,,https://www.boxofficemojo.com/title/tt1728598/?ref_=bo_gr_ti
tt0973844,To Each His Own Cinema,2007,403819,403819.0,,https://www.boxofficemojo.com/title/tt0973844/?ref_=bo_gr_ti
tt0791225,Cardiofitness,2007,402434,402434.0,,https://www.boxofficemojo.com/title/tt0791225/?ref_=bo_gr_ti
tt0056210,Mafioso,1962,400019,,400019.0,https://www.boxofficemojo.com/title/tt0056210/?ref_=bo_gr_ti
tt6419522,Soreike! Anpanman Shabondama No Puru,2007,399111,399111.0,,https://www.boxofficemojo.com/title/tt6419522/?ref_=bo_gr_ti
tt0997163,Kimi ni shika kikoenai,2007,398514,398514.0,,https://www.boxofficemojo.com/title/tt0997163/?ref_=bo_gr_ti
tt1079450,The Silence Before Bach,2007,426456,426456.0,,https://www.boxofficemojo.com/title/tt1079450/?ref_=bo_gr_ti
tt0044518,White Mane,1953,953041,918471.0,34570.0,https://www.boxofficemojo.com/title/tt0044518/?ref_=bo_gr_ti
tt0810928,The Last Sin Eater,2007,388390,,388390.0,https://www.boxofficemojo.com/title/tt0810928/?ref_=bo_gr_ti
tt0452631,The Home Song Stories,2007,387707,387707.0,,https://www.boxofficemojo.com/title/tt0452631/?ref_=bo_gr_ti
tt0823240,The Romance of Astrea and Celadon,2007,386621,386621.0,,https://www.boxofficemojo.com/title/tt0823240/?ref_=bo_gr_ti
tt1092542,Järnets änglar,2007,384010,384010.0,,https://www.boxofficemojo.com/title/tt1092542/?ref_=bo_gr_ti
tt0432289,First Snow,2006,571485,356621.0,214864.0,https://www.boxofficemojo.com/title/tt0432289/?ref_=bo_gr_ti
tt0480011,Closure,2007,381203,381203.0,,https://www.boxofficemojo.com/title/tt0480011/?ref_=bo_gr_ti
tt1129406,Batanes,2007,380570,380570.0,,https://www.boxofficemojo.com/title/tt1129406/?ref_=bo_gr_ti
tt6447656,Summer,2007,377303,377303.0,,https://www.boxofficemojo.com/title/tt6447656/?ref_=bo_gr_ti
tt0449573,California Dreamin',2007,377275,377275.0,,https://www.boxofficemojo.com/title/tt0449573/?ref_=bo_gr_ti
tt0321440,Welcome to the Roses,2003,2454280,2454280.0,,https://www.boxofficemojo.com/title/tt0321440/?ref_=bo_gr_ti
tt0405336,Southland Tales,2006,374743,99363.0,275380.0,https://www.boxofficemojo.com/title/tt0405336/?ref_=bo_gr_ti
tt0989654,The Haunted School,2007,374285,374285.0,,https://www.boxofficemojo.com/title/tt0989654/?ref_=bo_gr_ti
tt1027836,My Kuya's Wedding,2007,374039,374039.0,,https://www.boxofficemojo.com/title/tt1027836/?ref_=bo_gr_ti
tt0943512,How to Cook Your Life,2007,373727,286357.0,87370.0,https://www.boxofficemojo.com/title/tt0943512/?ref_=bo_gr_ti
tt1135961,Bangkok Love Story,2007,373500,373500.0,,https://www.boxofficemojo.com/title/tt1135961/?ref_=bo_gr_ti
tt0393684,Rita da Cascia,2004,370854,370854.0,,https://www.boxofficemojo.com/title/tt0393684/?ref_=bo_gr_ti
tt0841084,Blindsight,2006,366247,277078.0,89169.0,https://www.boxofficemojo.com/title/tt0841084/?ref_=bo_gr_ti
tt1247700,Trail of the Panda,2009,686970,686970.0,,https://www.boxofficemojo.com/title/tt1247700/?ref_=bo_gr_ti
tt1127870,Mumbai Salsa,2007,364476,364476.0,,https://www.boxofficemojo.com/title/tt1127870/?ref_=bo_gr_ti
tt3089626,Ghost Mother,2007,372518,372518.0,,https://www.boxofficemojo.com/title/tt3089626/?ref_=bo_gr_ti
tt2713358,Zu Fuss nach Santiago de Compostela,2007,363496,363496.0,,https://www.boxofficemojo.com/title/tt2713358/?ref_=bo_gr_ti
tt1280700,Ni tan largos... ni tan cortos,2007,363244,363244.0,,https://www.boxofficemojo.com/title/tt1280700/?ref_=bo_gr_ti
tt0949423,Hotel Very Welcome,2007,363125,363125.0,,https://www.boxofficemojo.com/title/tt0949423/?ref_=bo_gr_ti
tt6449866,Falling in Love,2007,362145,362145.0,,https://www.boxofficemojo.com/title/tt6449866/?ref_=bo_gr_ti
tt0790706,Crazy Love,2007,357659,56632.0,301027.0,https://www.boxofficemojo.com/title/tt0790706/?ref_=bo_gr_ti
tt0857343,La vie d'artiste,2007,355744,355744.0,,https://www.boxofficemojo.com/title/tt0857343/?ref_=bo_gr_ti
tt0460808,Ghost Son,2007,355426,355426.0,,https://www.boxofficemojo.com/title/tt0460808/?ref_=bo_gr_ti
tt1039780,Dear Friends,2007,364365,364365.0,,https://www.boxofficemojo.com/title/tt1039780/?ref_=bo_gr_ti
tt0395461,Bab'Aziz: The Prince That Contemplated His Soul,2005,353119,263447.0,89672.0,https://www.boxofficemojo.com/title/tt0395461/?ref_=bo_gr_ti
tt0498928,Casa de Remolienda,2007,360936,360936.0,,https://www.boxofficemojo.com/title/tt0498928/?ref_=bo_gr_ti
tt6419746,Tornado,2007,461591,461591.0,,https://www.boxofficemojo.com/title/tt6419746/?ref_=bo_gr_ti
tt0832903,Manufactured Landscapes,2006,349220,108981.0,240239.0,https://www.boxofficemojo.com/title/tt0832903/?ref_=bo_gr_ti
tt1029388,Sumolah,2007,349059,349059.0,,https://www.boxofficemojo.com/title/tt1029388/?ref_=bo_gr_ti
tt0887750,Kapitein Rob en het Geheim van Professor Lupardi,2007,345981,345981.0,,https://www.boxofficemojo.com/title/tt0887750/?ref_=bo_gr_ti
tt0790808,Forbidden Lie$,2007,344594,344594.0,,https://www.boxofficemojo.com/title/tt0790808/?ref_=bo_gr_ti
tt0901507,Rise of the Footsoldier,2007,355345,355345.0,,https://www.boxofficemojo.com/title/tt0901507/?ref_=bo_gr_ti
tt0843302,Retribution,2006,394568,394568.0,,https://www.boxofficemojo.com/title/tt0843302/?ref_=bo_gr_ti
tt0446460,Het schnitzelparadijs,2005,3585846,3585846.0,,https://www.boxofficemojo.com/title/tt0446460/?ref_=bo_gr_ti
tt0930856,The Fourth Man,2007,341488,341488.0,,https://www.boxofficemojo.com/title/tt0930856/?ref_=bo_gr_ti
tt1236443,Shekspiru i ne snilos,2007,341473,341473.0,,https://www.boxofficemojo.com/title/tt1236443/?ref_=bo_gr_ti
tt1108850,Leo,2007,340823,340823.0,,https://www.boxofficemojo.com/title/tt1108850/?ref_=bo_gr_ti
tt1022513,Train of the Dead,2007,340547,340547.0,,https://www.boxofficemojo.com/title/tt1022513/?ref_=bo_gr_ti
tt6419738,The Closet,2007,339156,339156.0,,https://www.boxofficemojo.com/title/tt6419738/?ref_=bo_gr_ti
tt0481320,Blue Eyelids,2007,384797,384797.0,,https://www.boxofficemojo.com/title/tt0481320/?ref_=bo_gr_ti
tt0479948,Living & Dying,2007,336460,336460.0,,https://www.boxofficemojo.com/title/tt0479948/?ref_=bo_gr_ti
tt2158691,Poena Is Koning,2007,335240,335240.0,,https://www.boxofficemojo.com/title/tt2158691/?ref_=bo_gr_ti
tt2546300,The 2006 Academy Award Nominated Short Films: Live Action,2007,335090,,335090.0,https://www.boxofficemojo.com/title/tt2546300/?ref_=bo_gr_ti
tt0812366,Pudor,2007,346045,346045.0,,https://www.boxofficemojo.com/title/tt0812366/?ref_=bo_gr_ti
tt0818123,The Mudboy,2007,332705,332705.0,,https://www.boxofficemojo.com/title/tt0818123/?ref_=bo_gr_ti
tt6448596,Neseli Gençlik,2007,328039,328039.0,,https://www.boxofficemojo.com/title/tt6448596/?ref_=bo_gr_ti
tt0482374,Gone,2006,325630,325630.0,,https://www.boxofficemojo.com/title/tt0482374/?ref_=bo_gr_ti
tt0830882,With Friends Like These,2007,324497,324497.0,,https://www.boxofficemojo.com/title/tt0830882/?ref_=bo_gr_ti
tt1042552,Silip,2007,323465,323465.0,,https://www.boxofficemojo.com/title/tt1042552/?ref_=bo_gr_ti
tt0934871,Jeuk sing 3 gi ji mor sam bak fan,2007,322759,322759.0,,https://www.boxofficemojo.com/title/tt0934871/?ref_=bo_gr_ti
tt0101981,Gui gan bu,1991,322756,322756.0,,https://www.boxofficemojo.com/title/tt0101981/?ref_=bo_gr_ti
tt1029172,The War on Democracy,2007,320935,320935.0,,https://www.boxofficemojo.com/title/tt1029172/?ref_=bo_gr_ti
tt0809425,In the City of Sylvia,2007,319032,319032.0,,https://www.boxofficemojo.com/title/tt0809425/?ref_=bo_gr_ti
tt1003118,Steep,2007,318763,58177.0,260586.0,https://www.boxofficemojo.com/title/tt1003118/?ref_=bo_gr_ti
tt6446854,Ye xi,2007,317965,317965.0,,https://www.boxofficemojo.com/title/tt6446854/?ref_=bo_gr_ti
tt0476671,The Ball,2006,316227,316227.0,,https://www.boxofficemojo.com/title/tt0476671/?ref_=bo_gr_ti
tt1016177,Go,2007,315783,315783.0,,https://www.boxofficemojo.com/title/tt1016177/?ref_=bo_gr_ti
tt0778596,53 días de invierno,2006,315497,315497.0,,https://www.boxofficemojo.com/title/tt0778596/?ref_=bo_gr_ti
tt1410243,Komaneko,2009,624071,624071.0,,https://www.boxofficemojo.com/title/tt1410243/?ref_=bo_gr_ti
tt0912583,For the Bible Tells Me So,2007,312751,,312751.0,https://www.boxofficemojo.com/title/tt0912583/?ref_=bo_gr_ti
tt0472639,Maharal - tajemstvi talismanu,2007,311475,311475.0,,https://www.boxofficemojo.com/title/tt0472639/?ref_=bo_gr_ti
tt1014070,Ayazon,2006,310875,310875.0,,https://www.boxofficemojo.com/title/tt1014070/?ref_=bo_gr_ti
tt0092890,Dirty Dancing,1987,213954274,150000000.0,64577242.0,https://www.boxofficemojo.com/title/tt0092890/?ref_=bo_gr_ti
tt0940780,Irene Huss: The Torso,2007,309922,309922.0,,https://www.boxofficemojo.com/title/tt0940780/?ref_=bo_gr_ti
tt0428446,The Darwin Awards,2006,309408,309408.0,,https://www.boxofficemojo.com/title/tt0428446/?ref_=bo_gr_ti
tt1113833,The Quiet Storm,2007,308335,308335.0,,https://www.boxofficemojo.com/title/tt1113833/?ref_=bo_gr_ti
tt1008039,Dancing Lion,2007,308270,308270.0,,https://www.boxofficemojo.com/title/tt1008039/?ref_=bo_gr_ti
tt0315431,Constellation,2005,306533,,306533.0,https://www.boxofficemojo.com/title/tt0315431/?ref_=bo_gr_ti
tt6446828,World Second,2007,306014,306014.0,,https://www.boxofficemojo.com/title/tt6446828/?ref_=bo_gr_ti
