imdb_code,name,year,world_collection,int_collection,dom_collection,url
tt0449088,Pirates of the Caribbean: At World's End,2007,960996492,651576067.0,309420425.0,https://www.boxofficemojo.com/title/tt0449088/?ref_=bo_gr_ti
tt0373889,Harry Potter and the Order of the Phoenix,2007,942172396,649818982.0,292353413.0,https://www.boxofficemojo.com/title/tt0373889/?ref_=bo_gr_ti
tt0413300,Spider-Man 3,2007,894983373,558453070.0,336530303.0,https://www.boxofficemojo.com/title/tt0413300/?ref_=bo_gr_ti
tt0413267,Shrek the Third,2007,813367380,490647436.0,322719944.0,https://www.boxofficemojo.com/title/tt0413267/?ref_=bo_gr_ti
tt0418279,Transformers,2007,709709780,390463587.0,319246193.0,https://www.boxofficemojo.com/title/tt0418279/?ref_=bo_gr_ti
tt0382932,Ratatouille,2007,623726085,417280431.0,206445654.0,https://www.boxofficemojo.com/title/tt0382932/?ref_=bo_gr_ti
tt0480249,I Am Legend,2007,585410052,329017042.0,256393010.0,https://www.boxofficemojo.com/title/tt0480249/?ref_=bo_gr_ti
tt0462538,The Simpsons Movie,2007,536414293,353279279.0,183135014.0,https://www.boxofficemojo.com/title/tt0462538/?ref_=bo_gr_ti
tt0465234,National Treasure: Book of Secrets,2007,459242249,239278134.0,219964115.0,https://www.boxofficemojo.com/title/tt0465234/?ref_=bo_gr_ti
tt0416449,300,2006,456068181,245453242.0,210614939.0,https://www.boxofficemojo.com/title/tt0416449/?ref_=bo_gr_ti
tt0440963,The Bourne Ultimatum,2007,444100035,216628965.0,227471070.0,https://www.boxofficemojo.com/title/tt0440963/?ref_=bo_gr_ti
tt0337978,Live Free or Die Hard,2007,388156011,253626608.0,134529403.0,https://www.boxofficemojo.com/title/tt0337978/?ref_=bo_gr_ti
tt0385752,The Golden Compass,2007,372234864,302127136.0,70107728.0,https://www.boxofficemojo.com/title/tt0385752/?ref_=bo_gr_ti
tt0952640,Alvin and the Chipmunks,2007,365352546,148025572.0,217326974.0,https://www.boxofficemojo.com/title/tt0952640/?ref_=bo_gr_ti
tt0461770,Enchanted,2007,340487836,212680574.0,127807262.0,https://www.boxofficemojo.com/title/tt0461770/?ref_=bo_gr_ti
tt0496806,Ocean's Thirteen,2007,311312624,194157900.0,117154724.0,https://www.boxofficemojo.com/title/tt0496806/?ref_=bo_gr_ti
tt0486576,Fantastic 4: Rise of the Silver Surfer,2007,301913131,169991393.0,131921738.0,https://www.boxofficemojo.com/title/tt0486576/?ref_=bo_gr_ti
tt0389790,Bee Movie,2007,293514336,166883059.0,126631277.0,https://www.boxofficemojo.com/title/tt0389790/?ref_=bo_gr_ti
tt0765429,American Gangster,2007,269755430,139590785.0,130164645.0,https://www.boxofficemojo.com/title/tt0765429/?ref_=bo_gr_ti
tt0293564,Rush Hour 3,2007,258097122,117971154.0,140125968.0,https://www.boxofficemojo.com/title/tt0293564/?ref_=bo_gr_ti
tt0486946,Wild Hogs,2007,253625427,85351877.0,168273550.0,https://www.boxofficemojo.com/title/tt0486946/?ref_=bo_gr_ti
tt0467406,Juno,2007,232372681,88877416.0,143495265.0,https://www.boxofficemojo.com/title/tt0467406/?ref_=bo_gr_ti
tt0453451,Mr. Bean's Holiday,2007,232225908,198923741.0,33302167.0,https://www.boxofficemojo.com/title/tt0453451/?ref_=bo_gr_ti
tt0259324,Ghost Rider,2007,228738393,112935797.0,115802596.0,https://www.boxofficemojo.com/title/tt0259324/?ref_=bo_gr_ti
tt0478311,Knocked Up,2007,219922417,71153500.0,148768917.0,https://www.boxofficemojo.com/title/tt0478311/?ref_=bo_gr_ti
tt0427327,Hairspray,2007,203553311,84681462.0,118871849.0,https://www.boxofficemojo.com/title/tt0427327/?ref_=bo_gr_ti
tt0442933,Beowulf,2007,196393745,114113166.0,82280579.0,https://www.boxofficemojo.com/title/tt0442933/?ref_=bo_gr_ti
tt0762107,I Now Pronounce You Chuck & Larry,2007,187134117,67074561.0,120059556.0,https://www.boxofficemojo.com/title/tt0762107/?ref_=bo_gr_ti
tt0448011,Knowing,2009,183658498,103700864.0,79957634.0,https://www.boxofficemojo.com/title/tt0448011/?ref_=bo_gr_ti
tt0825232,The Bucket List,2007,175372502,81906000.0,93466502.0,https://www.boxofficemojo.com/title/tt0825232/?ref_=bo_gr_ti
tt0413099,Evan Almighty,2007,174440724,73978426.0,100462298.0,https://www.boxofficemojo.com/title/tt0413099/?ref_=bo_gr_ti
tt0477348,No Country for Old Men,2007,171627166,97343541.0,74283625.0,https://www.boxofficemojo.com/title/tt0477348/?ref_=bo_gr_ti
tt0829482,Superbad,2007,170812526,49349300.0,121463226.0,https://www.boxofficemojo.com/title/tt0829482/?ref_=bo_gr_ti
tt0396555,Meet the Robinsons,2007,169333034,71510863.0,97822171.0,https://www.boxofficemojo.com/title/tt0396555/?ref_=bo_gr_ti
tt0477051,Norbit,2007,159814490,64140883.0,95673607.0,https://www.boxofficemojo.com/title/tt0477051/?ref_=bo_gr_ti
tt0431308,P.S. I Love You,2007,156835339,103139531.0,53695808.0,https://www.boxofficemojo.com/title/tt0431308/?ref_=bo_gr_ti
tt0408236,Sweeney Todd: The Demon Barber of Fleet Street,2007,153383627,100485554.0,52898073.0,https://www.boxofficemojo.com/title/tt0408236/?ref_=bo_gr_ti
tt0423294,Surf's Up,2007,152005713,93138019.0,58867694.0,https://www.boxofficemojo.com/title/tt0423294/?ref_=bo_gr_ti
tt0492956,The Game Plan,2007,147880543,57232341.0,90648202.0,https://www.boxofficemojo.com/title/tt0492956/?ref_=bo_gr_ti
tt0432021,Resident Evil: Extinction,2007,147717833,97069154.0,50648679.0,https://www.boxofficemojo.com/title/tt0432021/?ref_=bo_gr_ti
tt0758766,Music and Lyrics,2007,145896422,95323833.0,50572589.0,https://www.boxofficemojo.com/title/tt0758766/?ref_=bo_gr_ti
tt0445934,Blades of Glory,2007,145710347,27115799.0,118594548.0,https://www.boxofficemojo.com/title/tt0445934/?ref_=bo_gr_ti
tt0890870,Saw IV,2007,139352633,76052538.0,63300095.0,https://www.boxofficemojo.com/title/tt0890870/?ref_=bo_gr_ti
tt0398808,Bridge to Terabithia,2007,137587063,55314621.0,82272442.0,https://www.boxofficemojo.com/title/tt0398808/?ref_=bo_gr_ti
tt0486655,Stardust,2007,137515140,98880202.0,38634938.0,https://www.boxofficemojo.com/title/tt0486655/?ref_=bo_gr_ti
tt0450385,1408,2007,132963417,60977789.0,71985628.0,https://www.boxofficemojo.com/title/tt0450385/?ref_=bo_gr_ti
tt0783233,Atonement,2007,131016624,80089557.0,50927067.0,https://www.boxofficemojo.com/title/tt0783233/?ref_=bo_gr_ti
tt0758730,Aliens vs. Predator: Requiem,2007,130290885,88493819.0,41797066.0,https://www.boxofficemojo.com/title/tt0758730/?ref_=bo_gr_ti
tt0408839,The Heartbreak Kid,2007,128453183,91665926.0,36787257.0,https://www.boxofficemojo.com/title/tt0408839/?ref_=bo_gr_ti
tt0472062,Charlie Wilson's War,2007,119483446,52822351.0,66661095.0,https://www.boxofficemojo.com/title/tt0472062/?ref_=bo_gr_ti
tt0486822,Disturbia,2007,118114220,37904528.0,80209692.0,https://www.boxofficemojo.com/title/tt0486822/?ref_=bo_gr_ti
tt0393597,Earth,2007,108976456,76964880.0,32011576.0,https://www.boxofficemojo.com/title/tt0393597/?ref_=bo_gr_ti
tt0760329,The Water Horse,2007,103967384,63021129.0,40946255.0,https://www.boxofficemojo.com/title/tt0760329/?ref_=bo_gr_ti
tt0465494,Hitman,2007,101276318,61588624.0,39687694.0,https://www.boxofficemojo.com/title/tt0465494/?ref_=bo_gr_ti
tt0486583,Fred Claus,2007,97838349,25831572.0,72006777.0,https://www.boxofficemojo.com/title/tt0486583/?ref_=bo_gr_ti
tt0453556,TMNT,2007,95802916,41653818.0,54149098.0,https://www.boxofficemojo.com/title/tt0453556/?ref_=bo_gr_ti
tt0822854,Shooter,2007,95696996,48693414.0,47003582.0,https://www.boxofficemojo.com/title/tt0822854/?ref_=bo_gr_ti
tt0465538,Michael Clayton,2007,92991835,43957953.0,49033882.0,https://www.boxofficemojo.com/title/tt0465538/?ref_=bo_gr_ti
tt0481141,No Reservations,2007,92601050,49493071.0,43107979.0,https://www.boxofficemojo.com/title/tt0481141/?ref_=bo_gr_ti
tt0488120,Fracture,2007,92011561,52996543.0,39015018.0,https://www.boxofficemojo.com/title/tt0488120/?ref_=bo_gr_ti
tt0799949,Epic Movie,2007,87238158,47498791.0,39739367.0,https://www.boxofficemojo.com/title/tt0799949/?ref_=bo_gr_ti
tt0431197,The Kingdom,2007,87019158,39482380.0,47536778.0,https://www.boxofficemojo.com/title/tt0431197/?ref_=bo_gr_ti
tt0450188,La Vie En Rose,2007,86274793,75973087.0,10301706.0,https://www.boxofficemojo.com/title/tt0450188/?ref_=bo_gr_ti
tt0443706,Zodiac,2007,84785914,51705830.0,33080084.0,https://www.boxofficemojo.com/title/tt0443706/?ref_=bo_gr_ti
tt0477071,Premonition,2007,84297309,36444705.0,47852604.0,https://www.boxofficemojo.com/title/tt0477071/?ref_=bo_gr_ti
tt0367959,Hannibal Rising,2007,82169884,54498898.0,27670986.0,https://www.boxofficemojo.com/title/tt0367959/?ref_=bo_gr_ti
tt0960790,Rabbit Without Ears,2007,81744033,81744033.0,,https://www.boxofficemojo.com/title/tt0960790/?ref_=bo_gr_ti
tt0425112,Hot Fuzz,2007,80743363,57106098.0,23637265.0,https://www.boxofficemojo.com/title/tt0425112/?ref_=bo_gr_ti
tt0373883,Halloween,2007,80460948,22188919.0,58272029.0,https://www.boxofficemojo.com/title/tt0373883/?ref_=bo_gr_ti
tt0464141,The Orphanage,2007,78638987,71477703.0,7161284.0,https://www.boxofficemojo.com/title/tt0464141/?ref_=bo_gr_ti
tt0481369,The Number 23,2007,77677553,42484386.0,35193167.0,https://www.boxofficemojo.com/title/tt0481369/?ref_=bo_gr_ti
tt0435705,Next,2007,77621983,59410970.0,18211013.0,https://www.boxofficemojo.com/title/tt0435705/?ref_=bo_gr_ti
tt0469494,There Will Be Blood,2007,76181545,35959031.0,40222514.0,https://www.boxofficemojo.com/title/tt0469494/?ref_=bo_gr_ti
tt0997157,Hero,2007,76089199,76089199.0,,https://www.boxofficemojo.com/title/tt0997157/?ref_=bo_gr_ti
tt0414055,Elizabeth: The Golden Age,2007,75782758,59399249.0,16383509.0,https://www.boxofficemojo.com/title/tt0414055/?ref_=bo_gr_ti
tt0389722,30 Days of Night,2007,75513170,35944170.0,39569000.0,https://www.boxofficemojo.com/title/tt0389722/?ref_=bo_gr_ti
tt0775539,Stomp the Yard,2007,75511123,14154902.0,61356221.0,https://www.boxofficemojo.com/title/tt0775539/?ref_=bo_gr_ti
tt0372873,Dragon Wars: D-War,2007,75108817,64131096.0,10977721.0,https://www.boxofficemojo.com/title/tt0372873/?ref_=bo_gr_ti
tt0419887,The Kite Runner,2007,75011029,59210951.0,15800078.0,https://www.boxofficemojo.com/title/tt0419887/?ref_=bo_gr_ti
tt0457433,Perfect Stranger,2007,73534117,49549168.0,23984949.0,https://www.boxofficemojo.com/title/tt0457433/?ref_=bo_gr_ti
tt0762114,License to Wed,2007,70181325,26381507.0,43799818.0,https://www.boxofficemojo.com/title/tt0762114/?ref_=bo_gr_ti
tt0381849,3:10 to Yuma,2007,70016220,16409304.0,53606916.0,https://www.boxofficemojo.com/title/tt0381849/?ref_=bo_gr_ti
tt0476964,The Brave One,2007,69787394,32993590.0,36793804.0,https://www.boxofficemojo.com/title/tt0476964/?ref_=bo_gr_ti
tt0490084,Because I Said So,2007,69485490,26811450.0,42674040.0,https://www.boxofficemojo.com/title/tt0490084/?ref_=bo_gr_ti
tt0457419,Mr. Magorium's Wonder Emporium,2007,69474661,37413106.0,32061555.0,https://www.boxofficemojo.com/title/tt0457419/?ref_=bo_gr_ti
tt0480242,Dan in Real Life,2007,68474305,20831342.0,47642963.0,https://www.boxofficemojo.com/title/tt0480242/?ref_=bo_gr_ti
tt0808357,"Lust, Caution",2007,67091915,62486933.0,4604982.0,https://www.boxofficemojo.com/title/tt0808357/?ref_=bo_gr_ti
tt0426931,August Rush,2007,66122026,34457864.0,31664162.0,https://www.boxofficemojo.com/title/tt0426931/?ref_=bo_gr_ti
tt0467110,Underdog,2007,65270477,21509872.0,43760605.0,https://www.boxofficemojo.com/title/tt0467110/?ref_=bo_gr_ti
tt0804540,Taxi 4,2007,65125001,65125001.0,,https://www.boxofficemojo.com/title/tt0804540/?ref_=bo_gr_ti
tt0463854,28 Weeks Later,2007,65048678,36409762.0,28638916.0,https://www.boxofficemojo.com/title/tt0463854/?ref_=bo_gr_ti
tt0891527,Lions for Lambs,2007,64811540,49808686.0,15002854.0,https://www.boxofficemojo.com/title/tt0891527/?ref_=bo_gr_ti
tt0444682,The Reaping,2007,62771059,37644845.0,25126214.0,https://www.boxofficemojo.com/title/tt0444682/?ref_=bo_gr_ti
tt0452625,Good Luck Chuck,2007,59768495,24751198.0,35017297.0,https://www.boxofficemojo.com/title/tt0452625/?ref_=bo_gr_ti
tt0422774,Are We Done Yet?,2007,58388068,8725535.0,49662533.0,https://www.boxofficemojo.com/title/tt0422774/?ref_=bo_gr_ti
tt0884328,The Mist,2007,57470220,31875263.0,25594957.0,https://www.boxofficemojo.com/title/tt0884328/?ref_=bo_gr_ti
tt0475394,Smokin' Aces,2006,57232879,21445193.0,35787686.0,https://www.boxofficemojo.com/title/tt0475394/?ref_=bo_gr_ti
tt0758758,Into the Wild,2007,56675895,38321539.0,18354356.0,https://www.boxofficemojo.com/title/tt0758758/?ref_=bo_gr_ti
tt0765443,Eastern Promises,2007,56107312,38841312.0,17266000.0,https://www.boxofficemojo.com/title/tt0765443/?ref_=bo_gr_ti
tt0906108,Tyler Perry's Why Did I Get Married?,2007,55862886,658361.0,55204525.0,https://www.boxofficemojo.com/title/tt0906108/?ref_=bo_gr_ti
tt0987918,The Irony of Fate 2,2007,55639741,55639741.0,,https://www.boxofficemojo.com/title/tt0987918/?ref_=bo_gr_ti
tt0498399,We Own the Night,2007,55033767,26470588.0,28563179.0,https://www.boxofficemojo.com/title/tt0498399/?ref_=bo_gr_ti
tt0425430,The Messengers,2007,55060212,19685379.0,35374833.0,https://www.boxofficemojo.com/title/tt0425430/?ref_=bo_gr_ti
tt1027743,Sea Monsters: A Prehistoric Adventure,2007,50652463,26906397.0,23746066.0,https://www.boxofficemojo.com/title/tt1027743/?ref_=bo_gr_ti
tt0937375,This Christmas,2007,49778552,656618.0,49121934.0,https://www.boxofficemojo.com/title/tt0937375/?ref_=bo_gr_ti
tt0800341,May 18,2007,49282156,49282156.0,,https://www.boxofficemojo.com/title/tt0800341/?ref_=bo_gr_ti
tt0780571,Mr. Brooks,2007,48443734,19894436.0,28549298.0,https://www.boxofficemojo.com/title/tt0780571/?ref_=bo_gr_ti
tt0489237,The Nanny Diaries,2007,47817020,21886368.0,25930652.0,https://www.boxofficemojo.com/title/tt0489237/?ref_=bo_gr_ti
tt0795368,Death at a Funeral,2007,46789413,38208985.0,8580428.0,https://www.boxofficemojo.com/title/tt0795368/?ref_=bo_gr_ti
tt0463998,Freedom Writers,2007,43095175,6489573.0,36605602.0,https://www.boxofficemojo.com/title/tt0463998/?ref_=bo_gr_ti
tt0913968,The Warlords,2007,42883181,42754103.0,129078.0,https://www.boxofficemojo.com/title/tt0913968/?ref_=bo_gr_ti
tt1226251,Pokémon: The Rise of Darkrai,2007,42496749,42496749.0,,https://www.boxofficemojo.com/title/tt1226251/?ref_=bo_gr_ti
tt0953981,Always: Sunset on Third Street 2,2007,42308657,42308657.0,,https://www.boxofficemojo.com/title/tt0953981/?ref_=bo_gr_ti
tt0424823,Balls of Fury,2007,41739766,8852826.0,32886940.0,https://www.boxofficemojo.com/title/tt0424823/?ref_=bo_gr_ti
tt0401997,Breach,2007,40953935,7722671.0,33231264.0,https://www.boxofficemojo.com/title/tt0401997/?ref_=bo_gr_ti
tt0499556,War,2007,40481352,17994943.0,22486409.0,https://www.boxofficemojo.com/title/tt0499556/?ref_=bo_gr_ti
tt0427392,The Invasion,2007,40170558,25096367.0,15074191.0,https://www.boxofficemojo.com/title/tt0427392/?ref_=bo_gr_ti
tt1024943,Om Shanti Om,2007,39997274,36399902.0,3597372.0,https://www.boxofficemojo.com/title/tt1024943/?ref_=bo_gr_ti
tt0308353,Happily N'Ever After,2006,38085778,22496385.0,15589393.0,https://www.boxofficemojo.com/title/tt0308353/?ref_=bo_gr_ti
tt0800069,The Hills Have Eyes 2,2007,37697773,16893607.0,20804166.0,https://www.boxofficemojo.com/title/tt0800069/?ref_=bo_gr_ti
tt1065329,Natale in crociera,2007,37350000,37350000.0,,https://www.boxofficemojo.com/title/tt1065329/?ref_=bo_gr_ti
tt0416508,Becoming Jane,2007,37311672,18640726.0,18670946.0,https://www.boxofficemojo.com/title/tt0416508/?ref_=bo_gr_ti
tt0938281,The Adventures of Super Monkey,2007,36745063,36745063.0,,https://www.boxofficemojo.com/title/tt0938281/?ref_=bo_gr_ti
tt1194664,Sky of Love,2007,36684020,36684020.0,,https://www.boxofficemojo.com/title/tt1194664/?ref_=bo_gr_ti
tt0386032,Sicko,2007,36163768,11623689.0,24540079.0,https://www.boxofficemojo.com/title/tt0386032/?ref_=bo_gr_ti
tt0498353,Hostel: Part II,2007,35728183,18118731.0,17609452.0,https://www.boxofficemojo.com/title/tt0498353/?ref_=bo_gr_ti
tt0452702,Vacancy,2007,35442935,16079370.0,19363565.0,https://www.boxofficemojo.com/title/tt0452702/?ref_=bo_gr_ti
tt0838221,The Darjeeling Limited,2007,35310019,23407304.0,11902715.0,https://www.boxofficemojo.com/title/tt0838221/?ref_=bo_gr_ti
tt0448134,Sunshine,2007,34806812,31131059.0,3675753.0,https://www.boxofficemojo.com/title/tt0448134/?ref_=bo_gr_ti
tt0881200,Assembly,2007,34786960,34786960.0,,https://www.boxofficemojo.com/title/tt0881200/?ref_=bo_gr_ti
tt0452623,Gone Baby Gone,2007,34612443,14319481.0,20292962.0,https://www.boxofficemojo.com/title/tt0452623/?ref_=bo_gr_ti
tt0419984,Mr. Woodcock,2007,33683200,7883714.0,25799486.0,https://www.boxofficemojo.com/title/tt0419984/?ref_=bo_gr_ti
tt0425413,"Run, Fat Boy, Run",2007,33478921,27475659.0,6003262.0,https://www.boxofficemojo.com/title/tt0425413/?ref_=bo_gr_ti
tt1260351,Doraemon the Movie: Nobita's New Great Adventure into the Underworld,2007,32787846,32787846.0,,https://www.boxofficemojo.com/title/tt1260351/?ref_=bo_gr_ti
tt0211933,Awake,2007,32730062,18352864.0,14377198.0,https://www.boxofficemojo.com/title/tt0211933/?ref_=bo_gr_ti
tt0411061,88 Minutes,2007,32593385,15379918.0,17213467.0,https://www.boxofficemojo.com/title/tt0411061/?ref_=bo_gr_ti
tt1038988,REC,2007,32511655,32511655.0,,https://www.boxofficemojo.com/title/tt1038988/?ref_=bo_gr_ti
tt0426883,Alpha Dog,2006,32351125,17041523.0,15309602.0,https://www.boxofficemojo.com/title/tt0426883/?ref_=bo_gr_ti
tt0454776,Amazing Grace,2006,32120360,10869677.0,21250683.0,https://www.boxofficemojo.com/title/tt0454776/?ref_=bo_gr_ti
tt0792965,Hunting and Gathering,2007,31927276,31927276.0,,https://www.boxofficemojo.com/title/tt0792965/?ref_=bo_gr_ti
tt0484562,The Seeker: The Dark Is Rising,2007,31852619,23058167.0,8794452.0,https://www.boxofficemojo.com/title/tt0484562/?ref_=bo_gr_ti
tt0778661,Daddy's Little Girls,2007,31609243,242265.0,31366978.0,https://www.boxofficemojo.com/title/tt0778661/?ref_=bo_gr_ti
tt0484740,Love in the Time of Cholera,2007,31575877,26968269.0,4607608.0,https://www.boxofficemojo.com/title/tt0484740/?ref_=bo_gr_ti
tt0488798,Welcome,2007,31203567,31203567.0,,https://www.boxofficemojo.com/title/tt0488798/?ref_=bo_gr_ti
tt0446013,Pathfinder,2007,30984583,20752502.0,10232081.0,https://www.boxofficemojo.com/title/tt0446013/?ref_=bo_gr_ti
tt0479500,Nancy Drew,2007,30666930,5054410.0,25612520.0,https://www.boxofficemojo.com/title/tt0479500/?ref_=bo_gr_ti
tt1028528,Death Proof,2007,31126421,31126421.0,,https://www.boxofficemojo.com/title/tt1028528/?ref_=bo_gr_ti
tt1159231,A Beautiful Wife,2007,30385222,30385222.0,,https://www.boxofficemojo.com/title/tt1159231/?ref_=bo_gr_ti
tt0427309,The Great Debaters,2007,30271556,35149.0,30236407.0,https://www.boxofficemojo.com/title/tt0427309/?ref_=bo_gr_ti
tt1921012,A Tale of Mari and Three Puppies,2007,30183621,30183621.0,,https://www.boxofficemojo.com/title/tt1921012/?ref_=bo_gr_ti
tt0498525,Lissi und der wilde Kaiser,2007,29733764,29733764.0,,https://www.boxofficemojo.com/title/tt0498525/?ref_=bo_gr_ti
tt0756648,The Fox & the Child,2007,29610210,29610210.0,,https://www.boxofficemojo.com/title/tt0756648/?ref_=bo_gr_ti
tt0478134,In the Valley of Elah,2007,29541790,22764049.0,6777741.0,https://www.boxofficemojo.com/title/tt0478134/?ref_=bo_gr_ti
tt0445922,Across the Universe,2007,29625761,5023470.0,24602291.0,https://www.boxofficemojo.com/title/tt0445922/?ref_=bo_gr_ti
tt0964587,St. Trinian's,2007,29066681,29066681.0,,https://www.boxofficemojo.com/title/tt0964587/?ref_=bo_gr_ti
tt0847745,Manuale d'amore 2 (Capitoli successivi),2007,27833482,27833482.0,,https://www.boxofficemojo.com/title/tt0847745/?ref_=bo_gr_ti
tt0768212,The Last Mimzy,2007,27308918,5837871.0,21471047.0,https://www.boxofficemojo.com/title/tt0768212/?ref_=bo_gr_ti
tt0780503,Dororo,2007,27308865,27308865.0,,https://www.boxofficemojo.com/title/tt0780503/?ref_=bo_gr_ti
tt0465602,Shoot 'Em Up,2007,27122238,14315099.0,12807139.0,https://www.boxofficemojo.com/title/tt0465602/?ref_=bo_gr_ti
tt0804522,Rendition,2007,27066382,17330337.0,9736045.0,https://www.boxofficemojo.com/title/tt0804522/?ref_=bo_gr_ti
tt0435670,The Invisible,2007,26810113,6231204.0,20578909.0,https://www.boxofficemojo.com/title/tt0435670/?ref_=bo_gr_ti
tt0416044,Mongol: The Rise of Genghis Khan,2007,26527510,20821749.0,5705761.0,https://www.boxofficemojo.com/title/tt0416044/?ref_=bo_gr_ti
tt0804452,Bratz,2007,26013153,16002944.0,10010209.0,https://www.boxofficemojo.com/title/tt0804452/?ref_=bo_gr_ti
tt0462322,Grindhouse,2007,25422088,384191.0,25037897.0,https://www.boxofficemojo.com/title/tt0462322/?ref_=bo_gr_ti
tt0455960,The Hitcher,2007,25399945,8926984.0,16472961.0,https://www.boxofficemojo.com/title/tt0455960/?ref_=bo_gr_ti
tt0462396,The Last Legion,2007,25303038,19369544.0,5933494.0,https://www.boxofficemojo.com/title/tt0462396/?ref_=bo_gr_ti
tt0292963,Before the Devil Knows You're Dead,2007,25038466,17954239.0,7084227.0,https://www.boxofficemojo.com/title/tt0292963/?ref_=bo_gr_ti
tt0791304,Georgia Rule,2007,25000167,5897095.0,19103072.0,https://www.boxofficemojo.com/title/tt0791304/?ref_=bo_gr_ti
tt0499375,Guru,2007,24108727,22012727.0,2096000.0,https://www.boxofficemojo.com/title/tt0499375/?ref_=bo_gr_ti
tt0807758,Partner,2007,23968620,22905780.0,1062840.0,https://www.boxofficemojo.com/title/tt0807758/?ref_=bo_gr_ti
tt0808417,Persepolis,2007,22783978,18338222.0,4445756.0,https://www.boxofficemojo.com/title/tt0808417/?ref_=bo_gr_ti
tt0795493,Cassandra's Dream,2007,22687639,21714621.0,973018.0,https://www.boxofficemojo.com/title/tt0795493/?ref_=bo_gr_ti
tt0455760,Dead Silence,2007,22382047,5572971.0,16809076.0,https://www.boxofficemojo.com/title/tt0455760/?ref_=bo_gr_ti
tt0490204,Reign Over Me,2007,22242388,2580401.0,19661987.0,https://www.boxofficemojo.com/title/tt0490204/?ref_=bo_gr_ti
tt0473308,Waitress,2007,22240529,3165729.0,19074800.0,https://www.boxofficemojo.com/title/tt0473308/?ref_=bo_gr_ti
tt1016290,Crows Zero,2007,22036607,22036607.0,,https://www.boxofficemojo.com/title/tt1016290/?ref_=bo_gr_ti
tt0499554,Reno 911! Miami,2007,22021262,1679101.0,20342161.0,https://www.boxofficemojo.com/title/tt0499554/?ref_=bo_gr_ti
tt0765120,My Blueberry Nights,2007,22007671,21140396.0,867275.0,https://www.boxofficemojo.com/title/tt0765120/?ref_=bo_gr_ti
tt0906671,Unfair: The Movie,2007,21914005,21914005.0,,https://www.boxofficemojo.com/title/tt0906671/?ref_=bo_gr_ti
tt0986264,Like Stars on Earth,2007,21897373,20673504.0,1223869.0,https://www.boxofficemojo.com/title/tt0986264/?ref_=bo_gr_ti
tt0871510,Chak De! India,2007,21505244,20384840.0,1120404.0,https://www.boxofficemojo.com/title/tt0871510/?ref_=bo_gr_ti
tt0837106,Arn: The Knight Templar,2007,21287566,21287566.0,,https://www.boxofficemojo.com/title/tt0837106/?ref_=bo_gr_ti
tt0472160,Penelope,2006,21156270,11144274.0,10011996.0,https://www.boxofficemojo.com/title/tt0472160/?ref_=bo_gr_ti
tt0907657,Once,2007,20936722,11496799.0,9439923.0,https://www.boxofficemojo.com/title/tt0907657/?ref_=bo_gr_ti
tt1135972,Le Grand Chef,2007,20794760,20794760.0,,https://www.boxofficemojo.com/title/tt1135972/?ref_=bo_gr_ti
tt0841046,Walk Hard: The Dewey Cox Story,2007,20576198,2259047.0,18317151.0,https://www.boxofficemojo.com/title/tt0841046/?ref_=bo_gr_ti
tt1146290,Detective Conan: Jolly Roger in the Deep Azure,2007,22053994,22053994.0,,https://www.boxofficemojo.com/title/tt1146290/?ref_=bo_gr_ti
tt0433416,The Namesake,2006,20354321,6785073.0,13569248.0,https://www.boxofficemojo.com/title/tt0433416/?ref_=bo_gr_ti
tt0765447,Evening,2007,20016753,7524272.0,12492481.0,https://www.boxofficemojo.com/title/tt0765447/?ref_=bo_gr_ti
tt0401383,The Diving Bell and the Butterfly,2007,19780116,13776889.0,6003227.0,https://www.boxofficemojo.com/title/tt0401383/?ref_=bo_gr_ti
tt0841044,Two Days in Paris,2007,19776159,15342165.0,4433994.0,https://www.boxofficemojo.com/title/tt0841044/?ref_=bo_gr_ti
tt0995031,Bhool Bhulaiyaa,2007,19073095,17975298.0,1097797.0,https://www.boxofficemojo.com/title/tt0995031/?ref_=bo_gr_ti
tt0829459,A Mighty Heart,2007,19008745,9831958.0,9176787.0,https://www.boxofficemojo.com/title/tt0829459/?ref_=bo_gr_ti
tt0811159,The Wild Guys 4,2007,18873863,18873863.0,,https://www.boxofficemojo.com/title/tt0811159/?ref_=bo_gr_ti
tt0879812,Kitaro,2007,18856642,18856642.0,,https://www.boxofficemojo.com/title/tt0879812/?ref_=bo_gr_ti
tt0813547,The Counterfeiters,2007,18814713,13326143.0,5488570.0,https://www.boxofficemojo.com/title/tt0813547/?ref_=bo_gr_ti
tt0877522,Ho voglia di te,2007,18594142,18594142.0,,https://www.boxofficemojo.com/title/tt0877522/?ref_=bo_gr_ti
tt0758053,Saawariya,2007,18525631,17640057.0,885574.0,https://www.boxofficemojo.com/title/tt0758053/?ref_=bo_gr_ti
tt0462244,Daddy Day Camp,2007,18197398,4962131.0,13235267.0,https://www.boxofficemojo.com/title/tt0462244/?ref_=bo_gr_ti
tt0969268,Voice of a Murderer,2007,18160598,18160598.0,,https://www.boxofficemojo.com/title/tt0969268/?ref_=bo_gr_ti
tt0880502,The Edge of Heaven,2007,17804565,17062216.0,742349.0,https://www.boxofficemojo.com/title/tt0880502/?ref_=bo_gr_ti
tt0419843,In the Land of Women,2007,17562071,6509113.0,11052958.0,https://www.boxofficemojo.com/title/tt0419843/?ref_=bo_gr_ti
